-587.1344044423411;-600.2260056050402;-803.1318450361555;-803.1318450361555;-817.2529777421003;-820.8232015794822;-821.1416902211456;-821.1416902211456;-821.1416902211456;-821.1962996858308;-821.1962996858308;-821.1962996858308;-821.1962996858308;-821.1962996858308;-821.1962996858308;-821.1962996858308;-821.1964586883904;-821.1964586883904;-821.1964586883904;-821.1964586883904;-821.1964586883904;-821.1964586883904;-821.1964586883904;-821.1964586883904;-821.1964586883904;-821.1964586883904;-821.1964586883904;-821.1964586883904;-821.1964586883904;-821.1964586883904;-821.1964586883904;-821.1964586883904;-821.1964586883904;-821.1964586883904;-821.1964586883904;-821.1964586883904;-821.1964586883904;-821.1964586883904;-821.1964586883904;-821.1964586883904;-821.1964586883904;-821.1964586883904;-821.1964586883904;-821.1964586883904;-821.1964586883904;-821.1964586883904;-821.1964586883904;-821.1964586883904;-821.1964586883904;-821.1964586883904;-821.1964586883904;-821.1964586883904;-821.1964586883904;-821.1964586883904;-821.1964586883904;-821.1964586883904;-821.1964586883904;-821.1964586883904;-821.1964586883904;-821.1964586883904;-821.1964586883904;-821.1964586883904;-821.1964586883904;-821.1964586883904;-821.1964593301159;-821.1964593301159;-821.1964593301159;-821.1964593301159;-821.1964593301159;-821.1964593301159;-821.1964593301159;-821.1964593301159;-821.1964593301159;-821.1964603737047;-821.1964603737047;-821.1964603737047;-821.1964607635213;-821.1964607635213;-821.1964607635213;-821.1964607635213;-821.1964607635213;-821.1964607635213;-821.1964607635213;-821.196461066213;-821.196461066213;-821.196461066213;-821.196461066213;-821.196461066213;-821.196461066213;-821.196461066213;-821.196461066213;-821.196461066213;-821.196461066213;-821.196461066213;-821.196461066213;-821.196461066213;-821.196461066213;-821.196461066213;-821.196461066213;-821.196461066213
-589.7948589822304;-658.2931937952594;-681.1342061398612;-681.1342061398612;-712.2530223953387;-712.2530223953387;-712.2530223953387;-712.2530223953387;-712.2530223953387;-715.3697333714205;-717.9488839557121;-717.9488839557121;-717.9488839557121;-717.9488839557121;-717.9488839557121;-717.9488839557121;-717.9488839557121;-717.9488839557121;-717.9488839557121;-717.9626374456701;-717.9626374456701;-717.9895941511236;-717.9895941511236;-717.9895941511236;-718.0529342481013;-718.0529342481013;-718.0529342481013;-718.0529342481013;-718.0529342481013;-718.0604197738628;-718.0604197738628;-718.1273527582432;-718.1273527582432;-718.1273527582432;-718.1625079984944;-718.1625079984944;-718.1625079984944;-718.1625079984944;-718.1625079984944;-718.1625079984944;-718.1625079984944;-718.1625079984944;-718.1625079984944;-718.1672674889002;-718.1672674889002;-718.1672674889002;-718.1672674889002;-718.1672674889002;-718.1673699960583;-718.1673699960583;-718.1673699960583;-718.1673699960583;-718.1673699960583;-718.1673699960583;-718.1674334113328;-718.1674463308013;-718.1674463308013;-718.1674463308013;-718.1674463308013;-718.1674463308013;-718.1674463308013;-718.1674477091974;-718.1674477091974;-718.1674477091974;-718.1674477091974;-718.1674477091974;-718.1674594449082;-718.1674594449082;-718.1674594449082;-718.1674594449082;-718.1674594449082;-718.1674594449082;-718.1674594449082;-718.1674594449082;-718.1674594449082;-718.1674594449082;-718.1674594449082;-718.1674594449082;-718.1674594449082;-718.1674594449082;-718.1674594449082;-718.1674594449082;-718.1674594449082;-718.1674594449082;-718.1674594449082;-718.1674594449082;-718.1674594449082;-718.1674594449082;-718.1674594449082;-718.1674594449082;-718.1674594449082;-718.1674594449082;-718.1674594449082;-718.1674594449082;-718.1674594449082;-718.1674594449082;-718.1674594449082;-718.1674594449082;-718.1674594449082;-718.1674595756914
-649.1416830913042;-668.0135039718807;-668.0135039718807;-703.333147061863;-732.5628437906796;-883.9409859103434;-883.9409859103434;-883.9409859103434;-926.8796947332946;-926.8796947332946;-930.930988887051;-930.930988887051;-930.930988887051;-931.4362293660683;-931.4362293660683;-931.4362293660683;-931.4362293660683;-931.4362293660683;-931.4362293660683;-931.4362293660683;-931.4362293660683;-931.4362293660683;-935.0384696385224;-935.0384696385224;-935.0384696385224;-936.4786360424805;-936.4786360424805;-940.093151253704;-956.8513769947727;-959.5345234535149;-959.6350192230976;-959.6350192230976;-959.6350192230976;-959.6372669348546;-959.6372669348546;-959.6372669348546;-959.6372669348546;-959.6378085976542;-959.6378085976542;-959.6378085976542;-959.6403867292105;-959.6403867292105;-959.6403867292105;-959.6403867292105;-959.6403867292105;-959.6403867292105;-959.6403867292105;-959.6403867292105;-959.6403867292105;-959.6403867292105;-959.6404621020795;-959.6404621020795;-959.6404882483309;-959.6404882483309;-959.6405710704788;-959.6405710704788;-959.6405710704788;-959.6405710704788;-959.6405710704788;-959.6405710704788;-959.6406620294804;-959.6406620294804;-959.6406620294804;-959.6406620294804;-959.6406620294804;-959.6406620294804;-959.6406620294804;-959.6406620294804;-959.6406620294804;-959.6406620294804;-959.6406620294804;-959.6406620294804;-959.6406620294804;-959.6406627123474;-959.6406627123474;-959.6406627123474;-959.6406627123474;-959.6406627123474;-959.6406627123474;-959.6406627123474;-959.6406627123474;-959.6406627123474;-959.6406627123474;-959.6406627178249;-959.6406627178249;-959.6406627178249;-959.6406627178249;-959.6406627178249;-959.6406627178249;-959.6406627178249;-959.6406627178249;-959.6406627178249;-959.6406627178249;-959.6406627178249;-959.6406627178249;-959.6406627178249;-959.6406627178249;-959.6406627178249;-959.6406627178249;-959.6406627178249
-546.8274888530941;-796.5498126507772;-848.9372666786605;-848.9372666786605;-848.9372666786605;-848.9372666786605;-888.8666964978459;-888.8666964978459;-888.8666964978459;-888.8666964978459;-888.8666964978459;-888.8666964978459;-888.8666964978459;-893.1442288683254;-893.1442288683254;-893.1442288683254;-893.1442288683254;-893.53785619841;-893.53785619841;-893.53785619841;-893.8275353149573;-893.8275353149573;-893.8275353149573;-893.8275353149573;-894.4948846583851;-894.4948846583851;-894.4948846583851;-894.4948846583851;-894.4948846583851;-894.4948846583851;-894.4948846583851;-894.4948846583851;-894.4948846583851;-894.4948846583851;-894.5051255783112;-894.5051255783112;-894.5051255783112;-894.5051255783112;-894.5051255783112;-894.5051255783112;-894.5051255783112;-894.5051255783112;-894.5051255783112;-894.5051255783112;-894.5051255783112;-894.5051255783112;-894.5051255783112;-894.5051255783112;-894.5051255783112;-894.5051255783112;-894.5730442740505;-894.5730442740505;-894.5730442740505;-894.5730442740505;-894.5730442740505;-894.5730442740505;-894.5730442740505;-894.5730442740505;-894.5730442740505;-894.5730442740505;-894.5730442740505;-894.5730442740505;-894.5730442740505;-894.5754708599079;-894.5754708599079;-894.5754708599079;-894.5754708599079;-894.5754708599079;-894.5754708599079;-894.5782161236046;-894.5782161236046;-894.5782161236046;-894.5782161236046;-894.5782161236046;-894.5782161236046;-894.5782161236046;-894.5782161236046;-894.5782161236046;-894.5782161236046;-894.5782161236046;-894.5782161236046;-894.5782161236046;-894.5782161236046;-894.5782161236046;-894.5782161236046;-894.5782161236046;-894.5782904206051;-894.5782904206051;-894.5785498223654;-894.5786439803219;-894.5786439803219;-894.5786439803219;-894.5786439803219;-894.5786524608103;-894.5786524608103;-894.5786524608103;-894.5786524608103;-894.5786524608103;-894.5786524608103;-894.5786524608103
-539.4683389306555;-554.8939031076794;-562.8428988727057;-565.3700872086192;-565.3700872086192;-565.3700872086192;-565.3700872086192;-565.3700872086192;-565.3700872086192;-565.3700872086192;-565.3700872086192;-565.3700872086192;-565.3700872086192;-565.912487354465;-565.912487354465;-565.953851722122;-565.953851722122;-565.953851722122;-565.955947553924;-565.955947553924;-565.955947553924;-565.987462945718;-565.987462945718;-565.987462945718;-565.987462945718;-565.987462945718;-565.987462945718;-565.987462945718;-565.987462945718;-565.987462945718;-565.987462945718;-565.987462945718;-565.987462945718;-565.987462945718;-565.987462945718;-565.987462945718;-565.987462945718;-565.9926832316255;-565.9941202239198;-565.9941202239198;-565.9941202239198;-565.9941202239198;-565.9941202239198;-565.9941202239198;-565.9941202239198;-565.9941202239198;-565.9941897515414;-565.9941897515414;-565.9941897515414;-565.9941897515414;-565.9941897515414;-565.9941897515414;-565.9941897515414;-565.9941897515414;-565.9941897515414;-565.9941897515414;-565.9941897515414;-565.9972412883353;-565.9972412883353;-565.9972412883353;-565.9972412883353;-565.9972412883353;-565.9972602039137;-565.9972602039137;-565.9973078823402;-565.9973835020721;-565.9973835020721;-565.9973854406986;-565.9973854406986;-565.9976349012106;-565.9976349012106;-565.9976349012106;-565.9976349012106;-565.9976349012106;-565.9977630714947;-565.9977630714947;-565.9977630714947;-565.9977630714947;-565.9977630714947;-565.9977630714947;-565.9977630714947;-565.9977630714947;-565.9977630714947;-565.997772235294;-565.997772235294;-565.9977752992155;-565.9977752992155;-565.9977752992155;-565.9977752992155;-565.9977752992155;-565.9977752992155;-565.9977752992155;-565.9977752992155;-565.9977791233749;-565.9977794577701;-565.99778038091;-565.9977809337412;-565.9977809337412;-565.9977809337412;-565.9977809337412
-566.3282566423801;-661.4585823968036;-661.4585823968036;-704.458864536585;-704.458864536585;-704.458864536585;-704.458864536585;-713.1155076545984;-713.1155076545984;-713.1155076545984;-713.1155076545984;-713.1155076545984;-713.1155076545984;-713.1155076545984;-713.1155076545984;-713.1155076545984;-715.5541462248171;-715.5541462248171;-715.5541462248171;-716.3226198796215;-716.3226198796215;-716.3226198796215;-716.3226198796215;-716.3226198796215;-716.3226198796215;-716.3226198796215;-716.3226198796215;-716.3226198796215;-716.3226198796215;-716.3226198796215;-716.3226198796215;-716.3226198796215;-716.3226198796215;-716.3226198796215;-716.3226198796215;-716.3226198796215;-716.3226198796215;-716.3226198796215;-716.3226198796215;-716.3226198796215;-716.3226198796215;-716.6702037445666;-716.6702037445666;-716.6702037445666;-716.6702037445666;-716.6702037445666;-716.6702037445666;-716.6702037445666;-716.6702037445666;-716.6702037445666;-716.6702037445666;-716.6702037445666;-716.6702037445666;-716.6702037445666;-716.6702037445666;-716.6702037445666;-716.6702037445666;-716.6702037445666;-716.6702037445666;-716.6702037445666;-716.6702037445666;-716.6702037445666;-716.6702037445666;-716.6702037445666;-716.6702037445666;-716.6702037445666;-716.6702037445666;-716.6705210792153;-716.6705210792153;-716.6705210792153;-716.671216060201;-716.671216060201;-716.671216060201;-716.671216060201;-716.6713003302392;-716.6713003302392;-716.6713003302392;-716.6713018346161;-716.6714866931352;-716.6714943099735;-716.6714943099735;-716.6714943099735;-716.6714943099735;-716.6714967495135;-716.6714967495135;-716.6714990735383;-716.6714990735383;-716.6714990735383;-716.6714990735383;-716.6714990735383;-716.6714990735383;-716.6714990735383;-716.6714990735383;-716.6714990735383;-716.6714990735383;-716.6714990735383;-716.6714990735383;-716.6714990735383;-716.6714990735383;-716.6714990735383
-522.7966761394522;-800.3031665023491;-800.3031665023491;-849.2415653593314;-849.2415653593314;-865.3523669122503;-865.3523669122503;-880.1883752848453;-882.3313428713018;-887.3593234505806;-887.3593234505806;-888.5603185511544;-888.5603185511544;-888.5603185511544;-888.5603185511544;-888.5603185511544;-888.5603185511544;-888.5603185511544;-888.5603185511544;-888.5603185511544;-888.6059445539771;-888.6059445539771;-888.6059445539771;-888.6059445539771;-888.6059445539771;-888.8326875965503;-888.8326875965503;-888.8326875965503;-888.8326875965503;-888.8326875965503;-888.8326875965503;-888.8326875965503;-888.8326875965503;-888.8326875965503;-888.8326875965503;-888.8326875965503;-888.8326875965503;-888.8988235168205;-888.9036540937524;-888.9335110125245;-888.9335110125245;-888.9335110125245;-888.9372374001881;-888.9372374001881;-888.9372374001881;-888.9390719716247;-888.9390719716247;-888.9390719716247;-888.9429846651644;-888.9429846651644;-888.9429846651644;-888.9430802205268;-888.9430802205268;-888.9430802205268;-888.9483926008845;-888.9483926008845;-888.9483926008845;-888.9483926008845;-888.9483926008845;-888.9483926008845;-888.9483926008845;-888.9483926008845;-888.9489779548821;-888.9489779548821;-888.9489779548821;-888.9489779548821;-888.9489779548821;-888.9489779548821;-888.9489779548821;-888.9489779548821;-888.9489779548821;-888.9489779548821;-888.9489779548821;-888.9489779548821;-888.9489779548821;-888.9489779548821;-888.9489779548821;-888.9489779548821;-888.9489779548821;-888.9489779548821;-888.9489863070014;-888.9490098274493;-888.9490098274493;-888.949040736899;-888.949040736899;-888.949040736899;-888.9490441683611;-888.9490441683611;-888.949047227562;-888.949049975972;-888.949049975972;-888.949049975972;-888.949049975972;-888.949049975972;-888.9490832449135;-888.9490832449135;-888.9490920682614;-888.9491220299203;-888.9491220299203;-888.9491220299203
-623.2291645236692;-623.2291645236692;-623.2291645236692;-697.4893520718852;-697.4893520718852;-697.4893520718852;-697.8271556529266;-697.8271556529266;-697.8271556529266;-704.1036831340523;-715.0075916248575;-715.0075916248575;-716.1615955174196;-718.0304230517186;-718.0304230517186;-718.0304230517186;-718.0304230517186;-718.0304230517186;-718.0304230517186;-718.0304230517186;-718.0304230517186;-718.0304230517186;-718.0304230517186;-718.0304230517186;-718.0304230517186;-718.0360971773378;-718.0360971773378;-718.0360971773378;-718.0360971773378;-718.0360971773378;-718.0360971773378;-718.0360971773378;-718.0360971773378;-718.1414530776979;-718.1414530776979;-718.156061835412;-718.156061835412;-718.156061835412;-718.156061835412;-718.156061835412;-718.156061835412;-718.156061835412;-718.156061835412;-718.156061835412;-718.160046039116;-718.160046039116;-718.160046039116;-718.160046039116;-718.160046039116;-718.160046039116;-718.160046039116;-718.160046039116;-718.160046039116;-718.160046039116;-718.1649347877889;-718.1659436788253;-718.1659436788253;-718.1659436788253;-718.1659436788253;-718.1659436788253;-718.1659452791071;-718.1659452791071;-718.1659452791071;-718.1659452791071;-718.1659468296093;-718.1674329852003;-718.1674329852003;-718.1674329852003;-718.1674329852003;-718.1674329852003;-718.167437950827;-718.167437950827;-718.167437950827;-718.1674442659329;-718.1674442659329;-718.1674442659329;-718.1674442659329;-718.1674442659329;-718.1674442659329;-718.1674481412107;-718.1674583238006;-718.1674583238006;-718.1674583238006;-718.1674583238006;-718.1674583238006;-718.1674593300572;-718.1674593300572;-718.1674593300572;-718.1674593300572;-718.1674593300572;-718.1674593300572;-718.1674593300572;-718.1674593300572;-718.1674593300572;-718.1674593300572;-718.1674593300572;-718.1674593921523;-718.1674593921523;-718.1674593921523;-718.1674593921523
-639.1077503893389;-639.1077503893389;-717.4364054744054;-717.4364054744054;-717.4364054744054;-717.4364054744054;-717.4364054744054;-717.4364054744054;-717.4364054744054;-717.4364054744054;-717.9935474955901;-717.9935474955901;-717.9935474955901;-717.9935474955901;-717.9935474955901;-717.9935474955901;-717.9935474955901;-717.9935474955901;-717.9935474955901;-717.9935474955901;-717.9935474955901;-717.9935474955901;-717.9935474955901;-717.9935474955901;-717.9935474955901;-717.9935474955901;-717.9935474955901;-717.9935474955901;-717.9935474955901;-717.9935474955901;-717.9935474955901;-718.1262259771555;-718.1262259771555;-718.1262259771555;-718.1262259771555;-718.1262259771555;-718.1262259771555;-718.1262259771555;-718.1262259771555;-718.1262259771555;-718.1262259771555;-718.1262259771555;-718.127035017865;-718.1528085929439;-718.1592500393039;-718.1592500393039;-718.1592500393039;-718.1592500393039;-718.1660644855058;-718.1660644855058;-718.1660644855058;-718.1660644855058;-718.1660644855058;-718.1660644855058;-718.1660644855058;-718.1660644855058;-718.1666584082132;-718.1666584082132;-718.1666584082132;-718.1666584082132;-718.1666584082132;-718.1666584082132;-718.1666584082132;-718.1666584082132;-718.1666584082132;-718.1666584082132;-718.1666584082132;-718.1666584082132;-718.1666584082132;-718.1666584082132;-718.1666584082132;-718.1666584082132;-718.1666584082132;-718.1666584082132;-718.1666584082132;-718.1666584082132;-718.1666584082132;-718.1666584082132;-718.1666584082132;-718.1666584082132;-718.1673094564529;-718.1673094564529;-718.1673094564529;-718.1673094564529;-718.1673094564529;-718.1673094564529;-718.1673094564529;-718.1673094564529;-718.1673094564529;-718.1673094564529;-718.1674489137354;-718.1674489137354;-718.1674489137354;-718.1674489137354;-718.1674583408437;-718.1674583408437;-718.1674583408437;-718.1674583408437;-718.1674583408437;-718.1674583408437
-551.3021691068268;-704.8238656825265;-818.4933029128835;-819.5982381006136;-821.06970187241;-821.06970187241;-821.06970187241;-821.1928655529103;-821.1928655529103;-821.1928655529103;-821.1928655529103;-821.1928655529103;-821.1928655529103;-821.1936391455447;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610622058;-821.1964610629016;-821.1964610629016;-821.1964610629016;-821.1964610629016
