-699.7114378069612;-716.2086326019024;-716.2086326019024;-716.2086326019024;-945.5703973921256;-945.5703973921256;-945.5703973921256;-945.5703973921256;-945.5703973921256;-945.5703973921256;-953.679607993783;-955.2960119877073;-955.2960119877073;-955.2960119877073;-955.2960119877073;-955.2960119877073;-955.2960119877073;-955.2960119877073;-955.2960119877073;-955.2960119877073
-876.0178261595478;-876.0178261595478;-876.0178261595478;-890.8689627715124;-890.8689627715124;-890.8689627715124;-890.8689627715124;-891.6937286779604;-891.6937286779604;-891.6937286779604;-891.6937286779604;-893.7709475938117;-893.7709475938117;-893.7709475938117;-893.7709475938117;-893.7709475938117;-894.0905102542538;-894.0905102542538;-894.0905102542538;-894.0905102542538
-597.3388090405609;-780.4379644392226;-820.239893538417;-821.1664362530014;-821.1664362530014;-821.1664362530014;-821.1664362530014;-821.1664362530014;-821.1664362530014;-821.1836279163747;-821.1836279163747;-821.1848668063471;-821.1848668063471;-821.1934186637477;-821.1935036560785;-821.1935896198471;-821.1935896198471;-821.195847450808;-821.195847450808;-821.195847450808
-769.9097420608064;-769.9097420608064;-815.8526790503331;-817.1441879659835;-820.5079553671267;-821.1964562328995;-821.1964562328995;-821.1964562328995;-821.1964562328995;-821.1964562328995;-821.1964562328995;-821.1964562328995;-821.1964562328995;-821.1964562328995;-821.1964562328995;-821.1964562328995;-821.1964562328995;-821.1964562328995;-821.1964562328995;-821.1964602977442
-703.2022732071273;-729.0229923955724;-729.0229923955724;-729.0229923955724;-729.0229923955724;-729.0229923955724;-774.1150783905158;-774.1150783905158;-774.1150783905158;-785.3614046263599;-785.3614046263599;-785.3614046263599;-785.3614046263599;-785.3792594564522;-785.3792594564522;-785.3792594564522;-785.3792594564522;-785.3792594564522;-785.591725645224;-785.8023635376575
-711.6806648121964;-711.6806648121964;-714.893756405442;-714.893756405442;-714.893756405442;-715.2660177147757;-715.2660177147757;-715.2660177147757;-715.2660177147757;-715.2660177147757;-720.3243071898511;-720.3243071898511;-725.3829724631981;-732.4354160142143;-732.4354160142143;-732.4354160142143;-732.4354160142143;-732.4354160142143;-732.4354160142143;-732.4354160142143
-670.1168786233663;-670.1168786233663;-728.463531064707;-748.8250904777959;-748.8250904777959;-748.8250904777959;-748.8250904777959;-771.3858058296587;-771.3858058296587;-771.3858058296587;-771.3858058296587;-771.3858058296587;-782.0413023106609;-782.0413023106609;-782.0413023106609;-782.0413023106609;-782.0413023106609;-782.3609139347657;-786.0779401013028;-786.0779401013028
-618.7041035169111;-746.6646838099223;-956.9009780751355;-956.9009780751355;-956.9009780751355;-956.9009780751355;-956.9009780751355;-959.2327186051394;-959.3121977294683;-959.615370389293;-959.639786003793;-959.639786003793;-959.639786003793;-959.639786003793;-959.639786003793;-959.639786003793;-959.639786003793;-959.639786003793;-959.639786003793;-959.639786003793
-700.8626906226843;-719.1212101818089;-719.1212101818089;-857.951580865426;-857.951580865426;-857.951580865426;-857.951580865426;-857.951580865426;-857.9834782817663;-872.3448099659295;-883.7591517684905;-883.7591517684905;-884.2019873592179;-884.2019873592179;-884.2019873592179;-884.2019873592179;-884.2019873592179;-884.2019873592179;-888.5994818622344;-888.5994818622344
-413.83530861575093;-478.2797066712825;-493.3608627506859;-675.0558468257768;-675.0558468257768;-675.0558468257768;-675.0558468257768;-675.0558468257768;-675.0558468257768;-675.0558468257768;-689.9305939672074;-689.9305939672074;-714.7279148300372;-714.7279148300372;-747.4199050422066;-747.4199050422066;-747.4199050422066;-747.4199050422066;-747.4199050422066;-747.4199050422066
